horizon,fold_id,n_dates,mean_rank_ic,positive_rate,ic_std,icir,hac_lag,hac_se,hac_t_stat,p_value_one_sided,p_value_two_sided,bootstrap_block_length,bootstrap_ci_lower,bootstrap_ci_upper
20,fold_001,126,0.02998336363475489,0.5555555555555556,0.13367050035416567,0.22430800779014587,4,0.02048724099677257,1.4635139811885005,0.0716633953907939,0.1433267907815878,11,-0.02415870781079578,0.07541890201157876
20,fold_002,126,0.030030858610180358,0.6111111111111112,0.13256887847239585,0.22653023059581465,4,0.02071029263189026,1.450045112541676,0.07352296974813298,0.14704593949626596,11,-0.00647173228878186,0.07615902329293359
20,fold_003,126,0.010274996774275838,0.5079365079365079,0.11492412318746446,0.0894067884904829,4,0.016784721868195726,0.6121636602001287,0.27021474103221615,0.5404294820644323,11,-0.03135560071081079,0.04352321575390833
20,fold_004,126,0.0013530809728595173,0.4444444444444444,0.10420997632957407,0.01298417887151484,4,0.01443191828764265,0.09375614148384522,0.46265143609121223,0.9253028721824245,11,-0.03410371264025465,0.0278485782789563
20,fold_005,126,0.014093507488604459,0.5317460317460317,0.09792661942424313,0.14391906482085104,4,0.013533827747530336,1.041354135098716,0.14885561029420097,0.29771122058840194,11,-0.014264689696537724,0.04657617688952933
