horizon,n_dates,mean_rank_ic,positive_rate,ic_std,icir,hac_lag,hac_se,hac_t_stat,p_value_one_sided,p_value_two_sided,bootstrap_block_length,bootstrap_ci_lower,bootstrap_ci_upper
20,630,0.017147161496135013,0.5301587301587302,0.11772642706330062,0.14565261109058472,6,0.008488364336335536,2.020078405769458,0.02168762768601511,0.04337525537203022,25,-0.003604087114111646,0.0345571505276272
