horizon,n_dates,mean_rank_ic,positive_rate,ic_std,icir,hac_lag,hac_se,hac_t_stat,p_value_one_sided,p_value_two_sided,bootstrap_block_length,bootstrap_ci_lower,bootstrap_ci_upper
20,630,0.016468436462742268,0.5428571428571428,0.14407245274666658,0.11430662939916736,6,0.012625133899585595,1.3044167763862546,0.09604575911066278,0.19209151822132556,25,-0.01656991190453302,0.04858442451979755
