horizon,n_dates,mean_rank_ic,positive_rate,ic_std,icir,hac_lag,hac_se,hac_t_stat,p_value_one_sided,p_value_two_sided,bootstrap_block_length,bootstrap_ci_lower,bootstrap_ci_upper
5,630,0.018296789145424375,0.5333333333333333,0.15644586082358333,0.11695284905016955,6,0.01018881324485333,1.795772354024314,0.0362653646274113,0.0725307292548226,25,-0.0012767886803327592,0.03558425776460372
