fold_id,horizon,signal_date,rank_ic,n_obs
fold_001,5,2020-03-31,0.13402191028676372,487
fold_001,5,2020-04-01,0.22654603583060404,487
fold_001,5,2020-04-02,0.355150841531717,487
fold_001,5,2020-04-03,0.4390497812586883,487
fold_001,5,2020-04-06,0.06461367337872315,487
fold_001,5,2020-04-07,-0.06810746687711712,487
fold_001,5,2020-04-08,-0.3748859748315545,487
fold_001,5,2020-04-09,-0.35885242576987514,487
fold_001,5,2020-04-13,-0.2887966090213596,487
fold_001,5,2020-04-14,-0.03608265416930041,487
fold_001,5,2020-04-15,0.035898551573869404,487
fold_001,5,2020-04-16,0.1803373233311183,487
fold_001,5,2020-04-17,0.13526325216611457,487
fold_001,5,2020-04-20,0.4031600607912588,487
fold_001,5,2020-04-21,0.4449033502932135,487
fold_001,5,2020-04-22,0.4638809824512409,487
fold_001,5,2020-04-23,0.32597608661050503,487
fold_001,5,2020-04-24,0.1964043267018997,487
fold_001,5,2020-04-27,0.11238684235789295,487
fold_001,5,2020-04-28,-0.003265223684653449,487
fold_001,5,2020-04-29,-0.07431750092570776,487
fold_001,5,2020-04-30,-0.12105182010142682,487
fold_001,5,2020-05-01,0.015995731147042284,487
fold_001,5,2020-05-04,-0.03443144505576481,487
fold_001,5,2020-05-05,-0.013006557460165475,487
fold_001,5,2020-05-06,-0.13988503769531813,487
fold_001,5,2020-05-07,-0.18677353759994217,487
fold_001,5,2020-05-08,-0.32254130568220407,487
fold_001,5,2020-05-11,0.11875271946130667,487
fold_001,5,2020-05-12,0.23080990181056385,487
fold_001,5,2020-05-13,0.37335881678965804,487
fold_001,5,2020-05-14,0.37343123186246585,487
fold_001,5,2020-05-15,0.3698807114921162,487
fold_001,5,2020-05-18,0.3211451597017289,487
fold_001,5,2020-05-19,0.3541260176032003,487
fold_001,5,2020-05-20,0.19705658183401928,487
fold_001,5,2020-05-21,0.07018610154234756,487
fold_001,5,2020-05-22,0.09662290178105755,487
fold_001,5,2020-05-26,-0.032735249247070254,487
fold_001,5,2020-05-27,0.055866514397612574,487
fold_001,5,2020-05-28,0.14028535019922334,487
fold_001,5,2020-05-29,0.24399671773747472,487
fold_001,5,2020-06-01,0.22565824989496178,487
fold_001,5,2020-06-02,0.3664259826527979,487
